Flota,Ano,CONCEPTO,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SET,OCT,NOV,DIC,PROMEDIO
Industrial,1994,ATUN,113.53,134.07,100,,100,100,102.54,142.43,134.9,164.6,278.44,112.56,134.82
Industrial,1994,TOT PELAGICOS (2),,,,,,,,,,,,,
Industrial,1994,CAZON,167.82,158.29,149.27,114.78,142.88,147.91,95.6,137.66,158.75,142,165.45,249.69,152.51
Industrial,1994,POSTA,95,112.68,127.53,136.58,94.42,133.39,121.75,132.54,132.02,165.68,175.39,40,122.25
Industrial,1994,MACO,,,,,,,,,,,,,
Industrial,1994,TOTAL TIBURON (3),,,,,,,,,,,,,
Industrial,1994,A. PESCADOS (1+2+3),,,,,,,,,,,,,
Industrial,1994,CAMARON BLCO.,1824.1,1901.87,1892.68,2221.77,2202.14,2351.75,2174.96,2022.17,2116.71,2110.42,2509.57,2423.06,2145.93
Industrial,1994,CAMARON CAFE,1534.37,1323.19,1707.3,2228.95,2109.17,,,1000,,1575.64,890.54,1100.18,1496.59
Industrial,1994,CAMARON ROSADO,755.25,834.53,773.39,598.65,715.29,793.92,712.09,940.4,682.69,787.55,893.82,969.49,788.09
Industrial,1994,CAMARON FIDEL,345.68,378.87,338.55,276.07,341.71,463.47,439.39,488.82,447.77,458.72,498.02,358.47,402.96
Industrial,1994,CAMARON CAMELLO,50,89.42,94.52,90.11,85.62,74.99,,35,51.37,44.22,35,33.04,62.12
Industrial,1994,CAMARON REAL,20.8,,,,33.07,33.07,33.07,33.3,33.08,33.32,33.07,33.67,31.83
Industrial,1994,CAMARON TITI,331.24,408.43,363.05,481.62,442.03,459.18,405.55,417.93,384.54,358.19,491.05,511.17,421.17
Industrial,1994,TOT CAMARON   (4),,,,,,,,,,,,,
Industrial,1994,LANG PACIFICA (CTE),1500,1100,1223.53,1300,1300,1300,1200,,,,,1300,1277.94
Industrial,1994,LANG CARIBE,,,,,,,,,,,,,
Industrial,1994,TOT LANGOSTA  (5),,,,,,,,,,,,,
Industrial,1994,CALAMAR,450,,550,550,,,,,300,300,300,350,400
Industrial,1994,PULPO,,,,,,,,,,,,,
Industrial,1994,PIANGUAS,,,,,,,,,,,,,
Industrial,1994,CAMBUTE,,,,,,,,,,,,,
Industrial,1994,TOT MOLUSCOS  (6)*,,,,,,,,,,,,,
Industrial,1994,B. TOT MARISCOS (4+5+6),,,,,,,,,,,,,
Industrial,1994,ALETA TIBURON,,,,,,,,,,,,,
Industrial,1994,FILET,,,,,,,,,,,,,
Industrial,1994,BUCHE,,,,,,,,,,,,,
Industrial,1994,CANGREJO,,,,,,,,,,75,,80,77.5
Industrial,1994,C. TOT OTROS   (7),,,,,,,,,,,,,
Industrial,1994,D. TORTUGA     (8),,,,,,,,,,,,,
Industrial,1994,GRAN TOTAL õ(A+B+C+D),,,,,,,,,,,,,
Artesanal,1997,PRIMERA GDE.,578.4,565.06,585.07,552.37,582.5,556.8,529.14,478.31,456.67,487.95,579.67,590.41,545.2
Artesanal,1997,PRIMERA PEQ.,482.32,437.11,458.06,453.33,485.4,469.13,418.42,499.28,465.03,488.4,558.38,495.81,475.89
Artesanal,1997,CLASIFICADO,236.35,251.68,270.72,315.7,337.32,382.31,301.16,311.57,386.12,304.33,277.38,309.09,306.98
Artesanal,1997,CHATARRA,97.4,95.18,106.3,131.75,118.08,123.41,108.82,120.62,110.4,146.86,188.78,133.39,123.42
Artesanal,1997,AGRIA COLA,221.28,230.95,211.92,203.12,237.27,236.2,208.8,226.38,217.35,207.72,261.88,225.33,224.02
Artesanal,1997,CABRILLA,484.34,579.5,580.6,624.66,581.85,499.5,501.32,515.79,599.8,544.08,660.51,618.25,565.85
Artesanal,1997,PARGO SEDA,570.01,530.78,533.37,565.63,507.82,430.43,343.78,391.71,378.56,412.96,462.52,455.87,465.29
Artesanal,1997,DORADO,210.06,238.39,356.53,333.27,371.17,468.65,431.64,340.59,310.71,353.31,393.78,399.61,350.64
Artesanal,1997,MARLIN BLCO.,331.82,368.86,384.27,391.97,415.33,407.95,404.92,386.48,384.14,390.59,364.36,347.16,381.49
Artesanal,1997,MARLIN ROS.,185.12,200.13,223.93,228.41,263.75,269.32,240.3,237.88,238.51,241.58,231.37,224.55,232.07
Artesanal,1997,TREACHER,174.1,160.84,181.22,152.16,136.39,206.12,151.38,262.08,186.64,177.96,163.46,159.27,175.97
Artesanal,1997,PEZ VELA,148.95,128.9,166.16,179.8,161.37,157.96,195.6,197.33,183.61,188.37,202.82,198.66,175.79
Artesanal,1997,PEZ ESPADA,1206.55,1162.52,1153.36,1105.19,1249.51,1307.65,1349.47,1125.27,674.8,987.31,926.75,1036.29,1107.06
Artesanal,1997,TOT PESC EVIS (1),,,,,,,,,,,,,
Artesanal,1997,SARDINA,93.42,64.79,66.3,78.33,50,211.19,116.18,115.69,66.94,72.3,69.56,73.09,89.82
Artesanal,1997,ATUN,821.88,797.98,980.21,675.81,882.84,824.6,935.26,1143.26,733.33,876.61,1201.79,885.08,896.55
Artesanal,1997,TOT PELAGICOS (2),,,,,,,,,,,,,
Artesanal,1997,CAZON,212.23,190.58,291.68,237.02,205.63,247.27,215.33,230.7,277.49,233.68,262.37,214.83,234.9
Artesanal,1997,POSTA,158.5,110,194.69,146.47,112.35,235.36,205.95,138.25,178.76,198.19,103.2,110.32,157.67
Artesanal,1997,MACO,152.55,229.1,150.07,167.11,241.66,233.99,150.09,218.77,217.69,154.18,171.06,146.34,186.05
Artesanal,1997,TOTAL TIBURON (3),,,,,,,,,,,,,
Artesanal,1997,A. PESCADOS (1+2+3),,,,,,,,,,,,,
Artesanal,1997,CAMARON BLCO.,2985.8,3060.66,3171.37,3343.61,3049.11,1637.24,3787.99,3607.94,3629.08,3764.35,3560.41,3931.78,3294.11
Artesanal,1997,CAMARON CAFE,,,750,,,,,,,,,,750
Artesanal,1997,CAMARON ROSADO,,,,,,,,,,,,,
Artesanal,1997,CAMARON FIDEL,,,,,,,,,,,,,
Artesanal,1997,CAMARON CAMELLO,,,,,,,,,,,,,
Artesanal,1997,CAMARON REAL,,,,,,,,,,,,,
Artesanal,1997,CAMARON TITI,646.42,600,450,,1000,,,,,498.57,505.9,,616.82
Artesanal,1997,TOT CAMARON   (4),,,,,,,,,,,,,
Artesanal,1997,LANG PACIFICA (CTE),2547.36,2298.81,2606.82,2871.94,2646.02,2578.91,2942.34,3278.55,2652.64,3163.7,3417.75,3042.04,2837.24
Artesanal,1997,LANG CARIBE,,,,,,,,,,,,,
Artesanal,1997,TOT LANGOSTA  (5),,,,,,,,,,,,,
Artesanal,1997,CALAMAR,298.26,209.21,239.51,291.77,244.75,238.81,249.86,243.62,318.04,338.43,419.19,480,297.62
Artesanal,1997,PULPO,864.44,869.96,866.44,727.45,650.1,501.61,456.87,460.99,484.78,484.41,612.98,866.64,653.89
Artesanal,1997,PIANGUAS,970.24,956,1045.52,1016.16,1373.14,770.34,730.21,737.76,775.5,707.93,822.6,842.02,895.62
Artesanal,1997,CAMBUTE,,,,,,,,,,,,,
Artesanal,1997,TOT MOLUSCOS  (6)*,,,,,,,,,,,,,
Artesanal,1997,B. TOT MARISCOS (4+5+6),,,,,,,,,,,,,
Artesanal,1997,ALETA TIBURON,3198.65,4236.03,4019.24,4834.74,5164.5,4836.05,3822.62,5064.06,4940.69,3786.27,3399.72,3286.92,4215.79
Artesanal,1997,FILET,561.95,550,561.34,386.19,552.51,398.13,530.21,386.87,490.32,355.65,666.57,495.92,494.64
Artesanal,1997,BUCHE,220,,,2700,2700,,,,,,,,1873.33
Artesanal,1997,CANGREJO,198.54,197.86,200,200,198.68,199.01,199.53,90,200,199.87,200,200,190.29
Artesanal,1997,C. TOT OTROS   (7),,,,,,,,,,,,,
Artesanal,1997,D. TORTUGA     (8),,,,,,,,,,,,,
Artesanal,1997,GRAN TOTAL (õ A+B+C+D),,,,,,,,,,,,,
Industrial,1997,PRIMERA GDE.,,,650,550,,,,450,,,500,500,530
Industrial,1997,PRIMERA PEQ.,253.71,301.62,337.43,370.89,375.95,353.74,337.24,409.98,310.37,343.81,408.32,332.65,344.64
Industrial,1997,CLASIFICADO,101.49,177.01,177.92,186.28,254.54,252.59,164.66,207.9,229.67,196.72,252.06,215.4,201.35
Industrial,1997,CHATARRA,56.74,123.89,139.36,89.71,135.74,150.99,98.56,130.09,125.73,137.41,154.06,115.15,121.45
Industrial,1997,AGRIA COLA,201.26,157.79,210.98,330,,203.13,300,50.31,75.16,89.48,71.91,184.07,170.37
Industrial,1997,CABRILLA,564.81,582,570.27,549.25,455.96,469.21,549.72,486.28,595.06,557.81,597.05,546.1,543.63
Industrial,1997,PARGO SEDA,,,,,,,,,,,,,
Industrial,1997,DORADO,,,,,,,,,,,,,
Industrial,1997,MARLIN BLCO.,,,,,,,,,,,,,
Industrial,1997,MARLIN ROS.,,,,,,,,,,,,,
Industrial,1997,TREACHER,,,,,,,,,,,,,
Industrial,1997,PEZ VELA,,,,,181,180,,,,,,150,165
Industrial,1997,PEZ ESPADA,,,,,,,,,,,,,
Industrial,1997,TOT PESC EVIS (1),,,,,,,,,,,,,
Industrial,1997,SARDINA,35.64,33.93,39.25,39.81,55.16,75.59,103.32,94.37,44.82,,93.18,125.76,67.35
Industrial,1997,ATUN,125.39,158.34,100,136.59,120.44,143.79,177.55,136.79,107.94,159.28,152.41,120.9,136.62
Industrial,1997,TOT PELAGICOS (2),,,,,,,,,,,,,
Industrial,1997,CAZON,200,171.43,261.59,220.66,215.29,219.75,167.61,191.71,231.31,241.63,164.09,163.08,204.01
Industrial,1997,POSTA,63.75,89.6,68.8,98.65,77.39,72.14,79.85,62.62,103.82,88.64,123.33,84.41,84.42
Industrial,1997,MACO,,,,,,,,,,,,,
Industrial,1997,TOTAL TIBURON (3),,,,,,,,,,,,,
Industrial,1997,A. PESCADOS (1+2+3),,,,,,,,,,,,,
Industrial,1997,CAMARON BLCO.,2889.4,3095.61,3064.23,2836.88,2182.04,4112.17,3773.62,3676.69,3729.66,3565.71,4219.55,3994.22,3428.32
Industrial,1997,CAMARON CAFE,3623.16,3659.13,3711.52,2463.61,4009.95,3475,3921.57,4253.78,4184.44,4230.77,4374.65,3934.89,3820.21
Industrial,1997,CAMARON ROSADO,781.98,842.2,1163.58,1196.15,1313.31,1144.6,1139.1,1096.91,1131.87,1633.5,1959.15,2066.35,1289.06
Industrial,1997,CAMARON FIDEL,505.25,651.84,583.7,827.82,781.9,835.75,805.29,948.94,1050.64,1117.57,1189.64,1078.99,864.78
Industrial,1997,CAMARON CAMELLO,128.46,114.81,170.99,197.62,234.72,109.9,137.44,142.95,165.28,354.81,305.9,294.9,196.48
Industrial,1997,CAMARON REAL,,,,33.07,33.09,81.61,33.42,33.17,33.07,33.07,32.95,33.07,38.5
Industrial,1997,CAMARON TITI,419.53,490.34,759.87,837.29,646.13,601.94,490.19,740.26,893.52,902.6,892.02,812.3,707.17
Industrial,1997,TOT CAMARON   (4),,,,,,,,,,,,,
Industrial,1997,LANG PACIFICA (CTE),,,,,,,,2324.02,,,2675,,2499.51
Industrial,1997,LANG CARIBE,,,,,,,,,,,,,
Industrial,1997,TOT LANGOSTA  (5),,,,,,,,,,,,,
Industrial,1997,CALAMAR,,,,,,250.01,,,300,,,230,260
Industrial,1997,PULPO,,,,,,,,,,,,,
Industrial,1997,PIANGUAS,,,,,,,,,,,,,
Industrial,1997,CAMBUTE,,,,,,,,,,,,,
Industrial,1997,TOT MOLUSCOS  (6)*,,,,,,,,,,,,,
Industrial,1997,B. TOT MARISCOS (4+5+6),,,,,,,,,,,,,
Industrial,1997,ALETA TIBURON,,,,,,,,,,,,,
Industrial,1997,FILET,,,,,,,,,,,,,
Industrial,1997,BUCHE,,,,,,,,,,,,,
Industrial,1997,CANGREJO,,,,,,,,,,,,,
Industrial,1997,C. TOT OTROS   (7),,,,,,,,,,,,,
Industrial,1997,D. TORTUGA     (8),,,,,,,,,,,,,
Industrial,1997,GRAN TOTAL (õ A+B+C+D),,,,,,,,,,,,,
Artesanal,1998,PRIMERA GDE.,620.01,640.51,693.49,709.27,509.01,467.03,454.05,505.25,513.63,513.57,562.32,555.57,561.98
Artesanal,1998,PRIMERA PEQ.,540.47,573.45,569.61,602.07,522.31,426.79,482.96,542,499.25,504.33,548.4,504.69,526.36
Artesanal,1998,CLASIFICADO,345.91,363.76,381.93,411.77,318.54,290.92,299.44,342.41,361.69,379.25,364.43,336.1,349.68
Artesanal,1998,CHATARRA,128.07,122.87,128.78,129.24,102.66,118.99,121.98,100.52,95.39,110.03,115.66,110.27,115.37
Artesanal,1998,AGRIA COLA,231.45,244.22,240.01,244.44,210.49,208.67,211.12,213.05,225.08,226.99,242.21,265.58,230.28
Artesanal,1998,CABRILLA,632.15,551.9,658.7,862.08,702.03,579.28,678.22,739.16,728.49,831.96,823.41,728.45,709.65
Artesanal,1998,PARGO SEDA,526.7,526.38,608.12,631.35,589.33,431.44,439.11,522.61,430.38,532.21,549.8,573.51,530.08
Artesanal,1998,DORADO,486.18,499.51,590.25,635.69,686.87,853.19,1158.56,1628.33,1327.47,975.73,659.23,799.92,858.41
Artesanal,1998,MARLIN BLCO.,366.9,410.74,515.67,503.99,572.4,579.31,626.29,593.38,656.4,483.7,397.89,453.29,513.33
Artesanal,1998,MARLIN ROS.,249,263.59,308.4,330.92,330.45,305.12,321.45,306.76,315.65,264.3,220.57,214.49,285.89
Artesanal,1998,TREACHER,232.19,163.27,217.86,191.3,142.19,83.07,109.2,113.97,80.15,105.65,112.28,108.85,138.33
Artesanal,1998,PEZ VELA,210.34,199.4,222.19,247.89,264.31,206.96,137.5,146.39,131.98,105.6,128.29,123.2,177
Artesanal,1998,PEZ ESPADA,1001.82,1114.17,1194.39,1168.43,873.46,1009.2,1058.82,776.38,1286.61,1028.53,697.07,893.7,1008.55
Artesanal,1998,TOT PESC EVIS (1),,,,,,,,,,,,,
Artesanal,1998,SARDINA,75.51,50,56.87,70.89,71.52,69.96,79.61,70.71,70.1,62.1,51.92,65.3,66.21
Artesanal,1998,ATUN,850.86,732.93,769.11,975.2,997.71,748.5,820.51,750.57,724.45,798.37,735.45,762.98,805.55
Artesanal,1998,TOT PELAGICOS (2),,,,,,,,,,,,,
Artesanal,1998,CAZON,302.01,307.62,280.78,291.8,233.75,213.9,232.38,228.52,251.45,228.09,258.68,211.42,253.37
Artesanal,1998,POSTA,185.52,167.97,205.52,162.31,106.12,132.12,113.62,121.48,131.48,117.51,145.99,115.24,142.07
Artesanal,1998,MACO,323.32,168.96,179.6,145.62,132.17,75.72,83.49,111.12,86.27,91.61,92.06,79.44,130.78
Artesanal,1998,TOTAL TIBURON (3),,,,,,,,,,,,,
Artesanal,1998,A. PESCADOS (1+2+3),,,,,,,,,,,,,
Artesanal,1998,CAMARON BLCO.,3842.4,3947.06,3615.68,4053.03,4077.49,4343.22,4485.53,4251.61,4169.38,3818.15,3875.34,3768.71,4020.63
Artesanal,1998,CAMARON CAFE,,,,,,,,,,,,,
Artesanal,1998,CAMARON ROSADO,,,,,,,,,,,,,
Artesanal,1998,CAMARON FIDEL,,,,,1500,,,,,,,,1500
Artesanal,1998,CAMARON CAMELLO,,,,,,,,,,,,,
Artesanal,1998,CAMARON REAL,,,,,,,,,,,,,
Artesanal,1998,CAMARON TITI,908,,,200,,,,683.53,663.2,559.67,567,522.27,586.24
Artesanal,1998,TOT CAMARON   (4),,,,,,,,,,,,,
Artesanal,1998,LANG PACIFICA (CTE),2776.97,2836.01,3199.38,2353.65,2884.21,4113.86,4799.43,4426.11,2026.42,2122.14,3604.79,3885.73,3252.39
Artesanal,1998,LANG CARIBE,,,2010.15,,,,,,,,,,2010.15
Artesanal,1998,TOT LANGOSTA  (5),,,,,,,,,,,,,
Artesanal,1998,CALAMAR,450,,90,,270,,,300,,661.51,321.15,310.78,343.35
Artesanal,1998,PULPO,909.11,862.89,914.1,1073.95,1242.2,934.44,864.77,848.21,1042.9,1088.29,3054.32,1183.35,1168.21
Artesanal,1998,PIANGUAS,815.44,836.7,1028.76,1193.53,841.79,1407.18,1004.02,963.63,1566.67,1125.65,748.35,872.56,1033.69
Artesanal,1998,CAMBUTE,,,,,,,,,,,,,
Artesanal,1998,TOT MOLUSCOS  (6)*,,,,,,,,,,,,,
Artesanal,1998,B. TOT MARISCOS (4+5+6),,,,,,,,,,,,,
Artesanal,1998,ALETA TIBURON,3178.04,3956.99,4043.03,3331.82,3796.97,3115.03,3108.77,2773.79,2673.7,2576.89,2967,3300.61,3235.22
Artesanal,1998,FILET,552.46,500,685.56,590.49,546.88,604.71,586.65,447.34,462.09,414.73,445.96,449.99,523.91
Artesanal,1998,BUCHE,3500,,,3500,4200,,,,1330.19,1127.92,5010.26,2400,3009.77
Artesanal,1998,CANGREJO,,,283.99,,,,300,276.23,250,275.56,226.25,277.77,269.97
Artesanal,1998,C. TOT OTROS   (7),,,,,,,,,,,,,
Artesanal,1998,D. TORTUGA     (8),,,,,,,,,,,,,
Artesanal,1998,GRAN TOTAL (õ A+B+C+D),,,,,,,,,,,,,
Industrial,1998,PRIMERA GDE.,500,500,,,,,,,600,,583.33,500,536.67
Industrial,1998,PRIMERA PEQ.,508.5,573.18,464.16,480.68,346.7,348.8,333.79,359.09,319.25,356.19,279.82,325.27,391.29
Industrial,1998,CLASIFICADO,277.45,355.69,349.82,308.59,247.74,251.65,277.81,248.8,270.98,268.98,277.72,279.05,284.52
Industrial,1998,CHATARRA,179.68,210.06,201.17,167.15,103.65,121.77,158.66,113.67,136.84,133.42,111.72,100.31,144.84
Industrial,1998,AGRIA COLA,150,249.77,159.86,268.06,213.88,301.35,322.67,215,180.2,145.93,108.83,104.07,201.64
Industrial,1998,CABRILLA,504.96,667.59,721.53,745.63,501.77,541.97,557.7,553.6,537.32,644.06,598.51,543.34,593.17
Industrial,1998,PARGO SEDA,,,,,,,,,,,,,
Industrial,1998,DORADO,,,,,,,,,,,,,
Industrial,1998,MARLIN BLCO.,,,,,,,,,,,,,
Industrial,1998,MARLIN ROS.,,,,,,,,,,,,,
Industrial,1998,TREACHER,,,,,,,,,,,,,
Industrial,1998,PEZ VELA,,,,,,,,,,,,,
Industrial,1998,PEZ ESPADA,,,,,,,,,,,,,
Industrial,1998,TOT PESC EVIS (1),,,,,,,,,,,,,
Industrial,1998,SARDINA,76.28,46.5,57.76,40.01,75.88,84.72,73.84,39.45,47.86,60.83,53.67,50.23,58.92
Industrial,1998,ATUN,104.15,113.54,120,104.35,134.04,139.09,101.92,103.77,114.61,113.82,99.58,96.23,112.09
Industrial,1998,TOT PELAGICOS (2),,,,,,,,,,,,,
Industrial,1998,CAZON,217.6,237.09,292.85,235.54,201.67,185.07,201.69,196.58,228.81,206.41,126.14,115.49,203.75
Industrial,1998,POSTA,162.25,98.87,120.68,111.8,108.58,96.7,86.92,114.84,88.78,149.64,59.35,50,104.03
Industrial,1998,MACO,,,,,,,,,,,,,
Industrial,1998,TOTAL TIBURON (3),,,,,,,,,,,,,
Industrial,1998,A. PESCADOS (1+2+3),,,,,,,,,,,,,
Industrial,1998,CAMARON BLCO.,4474.89,4652.15,4821.35,4755.39,4945.56,4882.25,5058.81,4873.38,4674.25,4559.72,4536.45,4334.47,4714.06
Industrial,1998,CAMARON CAFE,3573.85,4169.54,3881.72,3861.29,3294.84,2527.69,3452.36,3404.44,4346.14,3694.61,3846.75,4440.37,3707.8
Industrial,1998,CAMARON ROSADO,2263.13,2719.19,2502.95,2302.11,1682.76,1596.28,1552.41,1862.42,2017.32,1842.02,1425.78,1405.47,1930.99
Industrial,1998,CAMARON FIDEL,950.04,1177.33,1663.21,1428.51,1136.9,1017.58,954.32,956.54,1150.23,976.06,955.9,821.42,1099
Industrial,1998,CAMARON CAMELLO,262.33,322.78,494.94,492.18,299.07,345.79,264.01,215.84,211.17,187.91,308.75,,309.52
Industrial,1998,CAMARON REAL,209.39,720.64,661.48,646.69,588.32,599.16,667.33,661.41,661.42,661.37,661.47,661.46,616.68
Industrial,1998,CAMARON TITI,1221.8,1184.8,1290.29,1369.29,883.98,786.84,817.04,608.81,561.19,482.46,453.82,423.34,840.31
Industrial,1998,TOT CAMARON   (4),,,,,,,,,,,,,
Industrial,1998,LANG PACIFICA (CTE),,,,,,,,,,,,,
Industrial,1998,LANG CARIBE,,,,,,,,,,,,,
Industrial,1998,TOT LANGOSTA  (5),,,,,,,,,,,,,
Industrial,1998,CALAMAR,,,,140,,,,,,,,,140
Industrial,1998,PULPO,,,,,,,,,,,,,
Industrial,1998,PIANGUAS,,,,,,,,,,,,,
Industrial,1998,CAMBUTE,,,,,,,,,,,,,
Industrial,1998,TOT MOLUSCOS  (6)*,,,,,,,,,,,,,
Industrial,1998,B. TOT MARISCOS (4+5+6),,,,,,,,,,,,,
Industrial,1998,ALETA TIBURON,,,,,,,,,,,,,
Industrial,1998,FILET,,,,,,,,,,,,,
Industrial,1998,BUCHE,,,,,,,,,,,,,
Industrial,1998,CANGREJO,,,,,,,,,,,,,
Industrial,1998,C. TOT OTROS   (7),,,,,,,,,,,,,
Industrial,1998,D. TORTUGA     (8),,,,,,,,,,,,,
Industrial,1998,GRAN TOTAL (õ A+B+C+D),,,,,,,,,,,,,
Artesanal,1999,PRIMERA GDE.,630.51,688.28,719.33,719.58,604.83,599.4,595.89,676.57,722.91,739.5,731.58,723.9,679.36
Artesanal,1999,PRIMERA PEQ.,526.87,553.85,601.24,593.9,609.29,586.24,621.41,671.73,719.66,648.93,647.49,562.09,611.89
Artesanal,1999,CLASIFICADO,299.9,341.82,364.59,386.44,396.69,402.99,404.89,452.51,488.53,381.07,279.69,239.69,369.9
Artesanal,1999,CHATARRA,129.59,139.64,154.84,123.28,133.2,144.95,134.3,134.15,208.89,200.69,198.81,187.36,157.48
Artesanal,1999,AGRIA COLA,264.75,265.72,321.66,280.63,262.09,286.47,298.62,287.31,264.43,268.91,283.55,245.16,277.44
Artesanal,1999,CABRILLA,735.01,757.28,1019.7,878.1,808.73,703.29,742.36,838.54,898.06,974.68,964.23,841.05,846.75
Artesanal,1999,PARGO SEDA,677.65,602.68,841.53,718.48,577.01,404.43,425.49,529.51,474.04,480.37,515.29,537.22,565.31
Artesanal,1999,DORADO,858.75,725.21,1173.89,1108.56,1385.45,1395,1466.94,1581.25,1236.29,700.48,378.4,271.11,1023.44
Artesanal,1999,MARLIN BLCO.,498.36,447.86,603.2,754.67,351.57,297.09,364.34,448.28,399.6,377.99,383.05,388.82,442.9
Artesanal,1999,MARLIN ROS.,302.36,238.14,301.5,322.74,192.27,154.78,167.69,126.72,161.02,161.63,139.73,166.95,202.96
Artesanal,1999,TREACHER,100.19,144.22,214.7,143.22,90.53,94.32,88.61,117.3,112.67,120.87,73.32,107.17,117.26
Artesanal,1999,PEZ VELA,135.37,128.51,232.04,198.41,91.12,92.42,85.81,89.56,85.39,82.37,78.22,117.42,118.05
Artesanal,1999,PEZ ESPADA,1234.39,865.22,867.52,1075.52,1144.98,1178.97,1019.12,874.29,998.69,946.99,644.26,810.74,971.72
Artesanal,1999,SARDINA,70.36,70.14,62.95,47.22,68.5,68.22,63.7,85.37,68.22,40.72,51.56,53.6,62.55
Artesanal,1999,ATUN,1028.44,867.19,847.24,867.1,714.06,746.55,810.12,758.22,874.01,689.21,601.75,715.48,793.28
Artesanal,1999,CAZON,277.7,296.92,374.55,269.37,223.95,248.3,266.4,254.85,246.49,230.69,188.37,219.85,258.12
Artesanal,1999,POSTA,170.19,340.32,271.89,141,197.89,325.05,336.8,291.99,265.18,219.11,134.06,165.76,238.27
Artesanal,1999,MACO,239.82,361.81,210.85,94.76,107.51,199.46,211.7,125.43,113.87,90.4,190.59,130.36,173.05
Artesanal,1999,CAMARON BLCO.,3761.03,3872.31,4191.9,4125,4076.09,3140.98,4591.29,4724.39,4775,4817.1,4610.97,5069.6,4312.97
Artesanal,1999,CAMARON ROSADO,,,,,1698.09,1243.26,,,,,,,1470.68
Artesanal,1999,CAMARON TITI,584.19,599.82,569.58,,881.61,790.83,781.57,728.58,587.74,732.48,825,,708.14
Artesanal,1999,LANG PACIFICA (CTE),4830.51,2740.63,2091.37,4203.75,4712.4,4129.65,4486.18,4952.5,4709.56,3008.79,4082.62,4111.98,4005
Artesanal,1999,LANG CARIBE,,,,,2436.44,2140.75,2439.41,2281.4,2343.92,,,,2328.38
Artesanal,1999,CALAMAR,311.51,300,300,104.95,300,222.58,252.02,222.35,182.73,382.43,400,,270.78
Artesanal,1999,PULPO,924.18,671.03,700,576.37,404.79,384.96,345.31,304.5,303.87,400.57,422.77,457.18,491.29
Artesanal,1999,PIANGUAS,1377.32,1373.64,1254.47,470.79,1475.89,1043.17,1237.75,949.13,1430.54,1629.15,1208.92,1261.27,1226
Artesanal,1999,ALETA TIBURON,2728.37,3459.28,3358.91,3372.6,2470.23,3026.38,3506.76,3019.16,3638.54,3693.64,3029.86,3411.63,3226.28
Artesanal,1999,FILET,594.36,519.57,450,800,507.48,732.53,833.79,623.27,770.16,840.27,642.36,381.31,641.26
Artesanal,1999,BUCHE,4307.69,2205.75,,,5000,,,,,,373.97,,2971.85
Artesanal,1999,CANGREJO,272.12,267.86,327.7,,279.31,300,219.26,242.48,,335.18,345.21,200,278.91
Industrial,1999,PRIMERA GDE.,,,,230,,,650,702.96,,,,400,495.74
Industrial,1999,PRIMERA PEQ.,344.18,333.47,426.94,366.26,272.54,329.57,382.7,334.26,420.18,337.8,330.12,281.37,346.62
Industrial,1999,CLASIFICADO,324.64,430.28,460.1,393.12,389.6,293.66,288.88,333.35,323.04,448.01,366.11,294.28,362.09
Industrial,1999,CHATARRA,160.42,190.61,219.62,106.84,110.96,135.21,176.83,147.91,150.5,153.93,111.69,80.78,145.44
Industrial,1999,AGRIA COLA,129.15,179.58,199.71,204.63,200,300,205.3,,141.84,139.73,125.81,197.99,183.98
Industrial,1999,CABRILLA,584.66,740.13,1072.4,743.27,765.95,619.89,748.29,809.57,680.49,871.84,853.39,565.83,754.64
Industrial,1999,SARDINA,35.43,83.56,76.39,102.57,107.19,90.18,110.18,48.42,67.04,58.24,49.45,45.84,72.87
Industrial,1999,ATUN,93.23,119.99,140.81,104.21,121.51,79.5,129.14,131.19,176.61,119.74,100.82,140.07,121.4
Industrial,1999,CAZON,260.12,237.47,280.49,114.48,149.98,199.48,196.87,185.36,183.19,165.17,148.24,121.02,186.82
Industrial,1999,POSTA,134.56,122.36,157.4,120,79.6,170.69,145.99,145.22,100,98.72,100,86.15,121.72
Industrial,1999,CAMARON BLCO.,4507.88,4832.72,5112.86,4871.29,4890.58,4871.91,5189.75,5507.59,5596.96,5462.73,5931.8,5758.91,5211.25
Industrial,1999,CAMARON CAFE,3090.32,4203.6,3402.05,4372.41,4242.1,5114.54,4776.4,4193.81,3980.51,4913.26,4151.52,3993.33,4202.82
Industrial,1999,CAMARON ROSADO,1206.85,1355.48,2050.28,1380.84,1412.38,1266.06,1212.84,1318.35,1432.18,1550.84,1584.27,1804.91,1464.61
Industrial,1999,CAMARON FIDEL,786.8,790.65,961.36,898.05,714.63,746.43,679.13,631.85,852.43,726.87,805.24,1391.52,832.08
Industrial,1999,CAMARON CAMELLO,369.51,,110.01,324.04,242.85,,432.7,292.68,450.77,428.05,277.82,368.37,329.68
Industrial,1999,CAMARON REAL,661.59,661.42,607.43,599.98,599.99,609.94,599.98,600,626.35,600.05,599.98,600,613.89
Industrial,1999,CAMARON TITI,583.71,678.62,956.63,1009.32,882.06,880.81,736.8,730.16,662.76,561.77,623.79,853.54,763.33
Industrial,1999,LANG PACIFICA (CTE),,2760.62,,1500,,,,,,,,,2130.31
Industrial,1999,CALAMAR,,,,400,200,133.33,300,250,,,,,256.67
Industrial,1999,CANGREJO,,,,,,200,,,,,,,200
